State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,Temperature(°C),Humidity(%),FarmExperience(Years),NumWorkers,CreditAccess,ExtensionServices,PreviousYield(tons/ha),YieldCategory,Rainfall(mm)_log,SoilPH_log,Fertilizer(kg/ha)_log,Pesticide(L/ha)_log,DistanceToMarket(km)_log,PlantingDensity(plants/ha)_log,ActualYield(tons/ha)_log,FarmSize(Hectares)_log,FarmAccessComfort,EnvironmentComfort,SoilIndex,IncreaseRate
Sokoto,Rice,Rainy Season,Sandy,Irrigation,Flood,Yes,No,Yes,25.8,37.8,10,3,0,1,2.97,Medium,6.996,2.048,4.526,2.022,0.693,11.062,1.358,1.591,2.296,0.683,1.064,0.99
Bauchi,Soybean,Dry Season,Clay,Mixed,Flood,Yes,No,No,26.0,52.0,11,1,1,1,2.13,Low,6.084,2.221,3.882,1.723,3.564,10.911,1.241,0.859,0.241,0.5,0.997,2.13
Benue,Cowpea,Dry Season,Loamy,Mixed,Flood,Yes,Yes,Yes,22.5,73.8,11,4,1,0,6.1,High,7.008,1.881,4.701,1.466,3.367,11.289,1.666,0.663,0.197,0.305,1.065,1.525
Adamawa,Millet,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,No,27.4,64.4,15,3,0,0,2.54,Low,6.69,1.978,4.613,1.842,2.96,11.162,1.227,0.285,0.096,0.425,1.015,0.847
Bauchi,Maize,Dry Season,Clay,Rain-Fed,Drip,Yes,No,Yes,32.5,94.0,9,4,1,0,3.32,Medium,6.641,1.917,4.56,1.629,3.109,10.71,1.609,1.303,0.419,0.346,1.025,0.83
Jigawa,Sorghum,Rainy Season,Sandy,Mixed,Flood,Yes,No,Yes,36.6,43.1,12,3,1,1,2.81,Medium,6.77,1.959,3.567,0.824,3.532,10.367,1.244,0.912,0.258,0.849,1.225,0.937
Taraba,Cassava,Dry Season,Clay,Mixed,Sprinkler,No,Yes,Yes,28.2,60.0,5,2,1,1,0.34,Low,6.149,1.675,4.916,0.0,0.693,11.322,1.16,0.293,0.423,0.47,0.933,0.17
Niger,Soybean,Dry Season,Sandy,Rain-Fed,Drip,No,Yes,Yes,24.3,60.6,15,7,0,0,3.84,Medium,6.759,2.007,3.869,1.34,3.086,10.871,1.541,0.531,0.172,0.401,1.15,0.549
Kano,Groundnut,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,32.0,27.6,13,5,1,0,1.29,High,6.328,1.947,4.057,0.846,2.595,10.899,1.953,1.793,0.691,1.159,1.054,0.258
Taraba,Rice,Rainy Season,Clay,Rain-Fed,Flood,No,No,Yes,26.8,76.7,14,6,1,0,1.97,Low,7.109,2.153,4.121,1.435,2.996,11.075,1.037,1.611,0.538,0.349,1.133,0.328
Zamfara,Rice,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,No,Yes,26.5,44.5,8,3,0,0,5.18,Medium,6.594,2.029,4.392,1.714,3.148,10.207,1.556,2.17,0.689,0.596,1.027,1.727
Kebbi,Groundnut,Rainy Season,Loamy,Rain-Fed,Drip,Yes,Yes,Yes,27.0,67.3,10,7,1,0,2.78,Medium,7.014,1.615,3.653,2.116,2.197,11.162,1.44,1.454,0.662,0.401,1.331,0.397
Yobe,Wheat,Rainy Season,Loamy,Rain-Fed,None,Yes,No,Yes,25.8,82.8,17,2,1,1,3.39,Medium,6.743,1.761,4.086,1.763,2.485,10.188,1.571,0.82,0.33,0.312,1.153,1.695
Bauchi,Soybean,Dry Season,Sandy,Mixed,Sprinkler,Yes,Yes,No,23.4,67.4,3,4,1,1,2.16,Low,5.579,2.058,4.138,2.063,2.37,10.816,0.824,0.673,0.284,0.347,0.9,0.54
Niger,Maize,Rainy Season,Silt,Irrigation,Flood,No,Yes,No,25.9,60.6,9,2,1,0,0.22,Medium,7.251,1.884,4.52,2.1,2.708,10.593,1.67,0.944,0.349,0.427,1.132,0.11
Bauchi,Rice,Dry Season,Clay,Irrigation,Drip,Yes,No,Yes,27.7,85.5,12,2,1,0,3.34,Medium,6.928,1.904,4.44,1.597,2.485,10.69,1.623,1.047,0.421,0.324,1.092,1.67
Bauchi,Millet,Dry Season,Clay,Mixed,Drip,Yes,Yes,Yes,27.1,56.9,23,3,1,0,1.81,Medium,6.6,2.032,4.539,1.157,3.643,10.422,1.611,1.099,0.302,0.476,1.004,0.603
Gombe,Sorghum,Dry Season,Clay,Irrigation,Sprinkler,Yes,No,Yes,28.3,68.6,25,5,0,0,3.4,Medium,6.025,1.908,4.477,1.535,3.122,10.622,1.406,0.307,0.098,0.413,0.944,0.68
Plateau,Maize,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,Yes,Yes,26.3,64.7,2,2,1,0,2.48,High,6.268,1.975,4.477,0.293,0.693,10.191,1.953,0.451,0.651,0.406,0.971,1.24
Benue,Millet,Dry Season,Loamy,Mixed,Flood,Yes,No,Yes,30.3,35.1,12,5,1,1,1.96,Medium,6.822,1.946,3.875,1.607,3.063,10.847,1.409,1.732,0.565,0.863,1.172,0.392
Yobe,Rice,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,28.08,68.6,5,2,1,0,3.49,Medium,6.331,2.117,4.488,1.656,2.939,10.71,1.735,0.536,0.182,0.409,0.959,1.745
Sokoto,Soybean,Dry Season,Sandy,Irrigation,Sprinkler,No,No,Yes,30.5,64.7,12,3,1,0,3.8,Low,6.48,1.813,4.004,1.679,3.36,11.284,1.058,1.652,0.492,0.471,1.114,1.267
Bauchi,Cassava,Rainy Season,Sandy,Rain-Fed,Drip,Yes,Yes,No,21.1,49.5,1,3,1,1,3.04,Medium,6.963,1.939,4.766,1.85,3.493,10.878,1.369,0.604,0.173,0.426,1.038,1.013
Adamawa,Maize,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,No,26.0,85.1,2,1,1,0,6.09,Medium,7.034,1.926,4.474,1.707,2.485,10.82,1.493,1.491,0.6,0.306,1.099,6.09
Gombe,Groundnut,Rainy Season,Clay,Rain-Fed,Flood,Yes,No,No,27.7,79.2,5,1,1,1,2.64,Low,6.662,1.962,3.848,1.875,3.405,10.491,1.16,0.223,0.065,0.35,1.147,2.64
Zamfara,Soybean,Rainy Season,Loamy,Irrigation,Flood,Yes,No,Yes,25.7,64.0,19,6,0,0,1.95,Medium,6.734,1.737,3.775,0.92,3.203,10.716,1.411,1.235,0.386,0.402,1.222,0.325
Kebbi,Rice,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,No,27.5,79.1,12,3,0,0,0.98,Low,6.8,2.064,3.045,1.278,3.437,10.748,0.975,1.633,0.475,0.348,1.331,0.327
Benue,Sorghum,Rainy Season,Clay,Mixed,Flood,Yes,Yes,No,28.1,69.1,13,3,1,0,2.83,Medium,7.115,2.016,4.323,1.844,3.578,10.846,1.244,0.912,0.255,0.407,1.122,0.943
Zamfara,Sorghum,Rainy Season,Sandy,Rain-Fed,Drip,Yes,Yes,Yes,24.0,82.4,2,6,1,0,4.9,Medium,7.054,1.883,3.869,2.107,1.308,10.321,1.358,2.17,1.659,0.291,1.226,0.817
Plateau,Millet,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,No,No,25.8,62.4,14,2,1,0,3.31,Medium,7.166,1.834,4.126,1.386,1.74,11.209,1.319,1.981,1.139,0.413,1.202,1.655
Jigawa,Cowpea,Dry Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,Yes,29.1,69.0,10,4,0,0,2.38,Medium,6.932,2.007,4.391,1.85,3.211,10.959,1.244,2.17,0.676,0.422,1.083,0.595
Taraba,Wheat,Dry Season,Clay,Rain-Fed,Sprinkler,No,Yes,Yes,20.9,66.6,8,5,1,1,3.26,Low,6.653,2.182,4.603,1.744,2.054,10.465,1.019,1.577,0.768,0.314,0.981,0.652
Gombe,Sorghum,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,28.3,68.5,20,5,0,0,5.31,Medium,6.834,2.036,4.549,1.353,1.917,10.903,1.371,0.095,0.05,0.413,1.038,1.062
Sokoto,Maize,Dry Season,Loamy,Irrigation,None,Yes,No,Yes,27.3,40.2,15,4,0,1,5.6,High,7.053,1.615,4.902,0.307,2.827,10.486,1.671,0.678,0.24,0.679,1.082,1.4
Sokoto,Soybean,Dry Season,Clay,Rain-Fed,Flood,No,Yes,Yes,28.25,55.0,14,4,1,0,3.22,Low,6.566,2.057,4.576,1.564,2.342,11.232,0.916,0.307,0.131,0.514,0.99,0.805
Bauchi,Maize,Rainy Season,Clay,Irrigation,Drip,No,Yes,No,26.4,58.2,13,3,1,0,4.03,Medium,6.638,1.946,4.593,2.076,2.067,10.372,1.135,1.733,0.838,0.454,1.015,1.343
Benue,Yam,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,30.2,69.9,8,4,1,0,1.97,Medium,6.775,2.048,4.032,2.23,2.97,9.808,1.308,0.9,0.303,0.432,1.114,0.492
Kano,Cassava,Rainy Season,Silt,Rain-Fed,Flood,No,Yes,Yes,28.3,53.0,13,3,0,0,0.2,Low,6.974,2.032,4.234,1.562,3.086,11.067,1.34,1.068,0.346,0.534,1.113,0.067
Benue,Soybean,Dry Season,Loamy,Irrigation,Sprinkler,Yes,Yes,No,28.4,67.2,15,3,0,0,2.04,Medium,6.426,1.861,4.921,1.369,3.04,11.068,1.437,1.914,0.63,0.423,0.948,0.68
Zamfara,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,22.3,77.7,0,7,0,0,3.0,Medium,6.454,2.077,4.508,1.078,3.689,10.815,1.629,1.391,0.377,0.287,0.98,0.429
Bauchi,Cowpea,Rainy Season,Sandy,Irrigation,Sprinkler,Yes,Yes,Yes,25.9,57.1,12,1,0,0,2.79,Medium,6.245,2.04,4.546,1.517,3.122,10.874,1.421,0.405,0.13,0.454,0.948,2.79
Jigawa,Sorghum,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,No,29.4,54.7,15,5,0,0,2.66,Low,6.219,1.905,5.13,1.442,2.51,11.388,1.004,0.113,0.045,0.537,0.884,0.532
Adamawa,Cowpea,Rainy Season,Silt,Rain-Fed,Drip,Yes,No,Yes,27.5,37.7,12,2,0,1,4.45,Medium,6.858,2.078,4.644,1.332,3.384,10.237,1.613,0.975,0.288,0.729,1.02,2.225
Kano,Wheat,Dry Season,Loamy,Rain-Fed,Flood,No,No,No,38.8,62.0,9,2,1,0,3.05,Medium,6.791,1.975,4.797,1.56,3.011,10.956,1.374,1.286,0.427,0.626,1.003,1.525
Sokoto,Groundnut,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,32.0,98.9,4,4,0,1,1.94,Medium,6.876,1.863,4.378,1.44,2.625,11.069,1.454,0.959,0.365,0.324,1.102,0.485
Kaduna,Sorghum,Rainy Season,Loamy,Mixed,Sprinkler,No,Yes,Yes,28.2,63.2,8,2,1,1,2.01,Medium,6.723,2.111,5.125,0.673,2.965,10.441,1.396,0.779,0.263,0.446,0.929,1.005
Sokoto,Soybean,Rainy Season,Sandy,Irrigation,Sprinkler,No,No,Yes,24.5,66.7,4,6,0,0,4.07,Medium,7.338,1.985,4.418,1.625,3.411,11.025,1.409,0.104,0.03,0.367,1.146,0.678
Benue,Cassava,Rainy Season,Clay,Rain-Fed,Drip,Yes,Yes,Yes,24.1,78.0,7,5,0,1,2.85,Low,6.192,1.855,4.321,1.603,3.27,10.71,0.815,0.223,0.068,0.309,1.003,0.57
Zamfara,Groundnut,Rainy Season,Silt,Mixed,Drip,Yes,No,Yes,22.0,56.3,13,3,0,0,3.01,Medium,6.96,1.963,3.978,1.785,2.079,10.894,1.491,0.723,0.348,0.391,1.172,1.003
Kano,Rice,Dry Season,Clay,Irrigation,Flood,No,No,No,26.0,49.7,5,2,0,0,3.78,Low,6.823,2.052,3.882,1.188,3.421,10.851,1.169,1.795,0.525,0.523,1.15,1.89
Kebbi,Cowpea,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,27.8,49.1,17,2,1,0,3.93,Medium,6.822,1.768,4.485,1.085,2.332,10.818,1.396,0.732,0.314,0.566,1.091,1.965
Kano,Soybean,Rainy Season,Sandy,Rain-Fed,Flood,No,No,Yes,37.1,70.7,9,3,0,0,4.52,Low,6.522,1.949,4.835,1.699,0.693,10.972,0.751,0.27,0.39,0.525,0.961,1.507
Plateau,Soybean,Rainy Season,Sandy,Rain-Fed,Flood,No,No,No,31.1,69.6,0,4,1,0,0.46,Low,6.879,2.045,4.78,1.319,3.091,11.275,1.303,1.366,0.442,0.447,1.008,0.115
Katsina,Cowpea,Rainy Season,Clay,Irrigation,Sprinkler,Yes,Yes,Yes,31.2,63.0,9,5,0,1,3.65,Medium,6.525,2.239,4.728,1.717,0.693,10.941,1.69,1.461,2.108,0.495,0.937,0.73
Gombe,Groundnut,Dry Season,Clay,Irrigation,Drip,No,No,No,28.3,64.5,12,5,1,1,2.38,Medium,7.155,2.023,4.237,1.545,2.313,10.911,1.953,2.17,0.938,0.439,1.143,0.476
Katsina,Maize,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,Yes,27.86,61.6,16,2,1,1,4.32,High,6.724,1.949,4.376,0.0,0.693,10.707,1.953,0.385,0.556,0.452,1.063,2.16
Yobe,Groundnut,Rainy Season,Sandy,Irrigation,Flood,Yes,No,Yes,32.3,96.0,3,1,1,0,2.25,Low,6.681,1.749,4.59,1.625,3.581,10.727,1.209,1.286,0.359,0.336,1.054,2.25
Yobe,Maize,Rainy Season,Loamy,Mixed,Flood,Yes,No,Yes,33.8,87.9,15,3,0,1,0.51,Medium,6.829,2.0,4.607,1.808,3.503,10.757,1.428,0.631,0.18,0.385,1.034,0.17
Niger,Sorghum,Rainy Season,Clay,Rain-Fed,Flood,No,Yes,No,29.6,73.9,11,1,1,0,3.58,Low,6.204,1.758,4.734,1.957,3.303,10.892,0.859,1.03,0.312,0.401,0.956,3.58
Taraba,Wheat,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,26.9,49.9,8,4,1,0,5.63,High,6.109,1.833,4.072,1.44,2.186,11.137,1.942,1.595,0.73,0.539,1.035,1.408
Niger,Millet,Rainy Season,Clay,Irrigation,Sprinkler,No,No,No,22.4,90.4,15,1,1,1,1.87,Medium,6.769,1.818,4.606,1.384,3.054,10.737,1.502,2.063,0.676,0.248,1.054,1.87
Bauchi,Soybean,Dry Season,Sandy,Irrigation,Flood,No,Yes,No,33.4,46.3,29,2,0,0,2.6,Medium,7.158,2.057,4.42,1.97,3.653,10.409,1.491,0.698,0.191,0.721,1.105,1.3
Adamawa,Wheat,Dry Season,Loamy,Rain-Fed,Flood,No,No,No,31.0,86.2,13,3,1,0,4.15,Low,6.52,2.182,4.521,0.793,3.627,10.884,1.23,0.829,0.229,0.36,0.973,1.383
Adamawa,Maize,Rainy Season,Loamy,Mixed,Drip,Yes,No,No,30.7,68.4,9,4,1,1,4.1,Medium,6.854,2.018,4.917,1.867,2.715,10.924,1.435,1.3,0.479,0.449,0.988,1.025
Niger,Groundnut,Rainy Season,Clay,Irrigation,Drip,Yes,No,No,36.8,84.4,17,4,0,0,4.55,Medium,6.776,1.964,2.766,1.537,2.251,10.976,1.517,0.542,0.241,0.436,1.433,1.138
Bauchi,Sorghum,Rainy Season,Loamy,Rain-Fed,Sprinkler,No,Yes,No,22.2,66.1,13,1,1,1,2.56,Medium,7.082,2.081,4.454,0.47,3.367,10.904,1.353,0.678,0.201,0.336,1.084,2.56
Kano,Cowpea,Dry Season,Loamy,Rain-Fed,Drip,No,Yes,Yes,26.7,93.7,15,5,1,0,2.4,Medium,6.648,2.032,4.057,1.825,3.475,10.61,1.545,2.17,0.624,0.285,1.092,0.48
Zamfara,Rice,Rainy Season,Clay,Rain-Fed,Drip,No,Yes,Yes,26.5,51.0,11,8,1,1,3.73,Medium,6.893,1.933,4.733,1.284,1.686,10.942,1.47,2.048,1.215,0.52,1.034,0.466
Gombe,Cowpea,Dry Season,Loamy,Rain-Fed,None,Yes,No,Yes,30.1,52.5,13,4,0,1,3.9,Medium,6.954,1.901,4.772,2.006,3.332,11.016,1.629,0.255,0.077,0.573,1.042,0.975
Niger,Cowpea,Dry Season,Sandy,Irrigation,Sprinkler,No,Yes,Yes,30.0,86.9,19,5,1,1,1.45,Medium,6.104,2.022,3.718,1.524,3.577,11.236,1.541,0.412,0.115,0.345,1.063,0.29
Benue,Wheat,Rainy Season,Sandy,Irrigation,Sprinkler,Yes,No,No,27.2,57.7,9,4,1,0,2.43,Medium,7.099,2.003,4.268,0.673,3.296,10.713,1.607,2.17,0.658,0.471,1.132,0.608
Bauchi,Rice,Dry Season,Loamy,Irrigation,Flood,Yes,No,Yes,25.3,94.1,14,4,1,0,2.95,Medium,6.747,2.115,3.882,0.0,3.273,10.642,1.185,0.489,0.149,0.269,1.125,0.738
Kano,Groundnut,Dry Season,Loamy,Irrigation,Sprinkler,Yes,Yes,Yes,28.4,40.0,26,7,0,1,3.14,High,6.649,1.818,4.492,1.545,3.077,10.49,1.782,0.336,0.109,0.71,1.054,0.449
Zamfara,Cassava,Rainy Season,Clay,Mixed,Sprinkler,Yes,Yes,No,20.2,34.0,8,4,0,1,1.2,Low,6.196,1.872,3.91,1.977,3.364,11.006,0.948,0.293,0.087,0.594,1.072,0.3
Katsina,Soybean,Rainy Season,Loamy,Mixed,Drip,No,Yes,Yes,25.1,51.4,6,7,1,0,3.39,Medium,6.221,1.719,4.976,1.361,3.57,11.072,1.235,1.765,0.494,0.488,0.929,0.484
Kaduna,Wheat,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,32.1,60.5,0,1,1,0,2.65,Medium,6.282,2.147,3.669,1.795,3.01,11.053,1.381,1.901,0.632,0.531,1.08,2.65
Adamawa,Groundnut,Rainy Season,Silt,Rain-Fed,Sprinkler,No,Yes,Yes,29.5,97.0,10,1,0,0,2.61,Low,6.757,2.17,2.632,1.637,1.526,11.078,1.065,0.095,0.062,0.304,1.407,2.61
Benue,Sorghum,Dry Season,Loamy,Irrigation,Drip,Yes,No,No,29.7,47.7,1,2,1,1,4.5,High,7.338,2.067,4.694,1.71,3.04,11.05,1.953,1.345,0.442,0.623,1.085,2.25
Kebbi,Sorghum,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,20.2,89.1,10,1,0,1,1.33,Medium,6.815,1.688,4.564,1.509,2.773,11.4,1.607,0.631,0.228,0.227,1.09,1.33
Taraba,Soybean,Dry Season,Loamy,Mixed,Flood,No,Yes,Yes,18.0,57.2,9,9,1,1,1.47,Medium,6.985,1.873,4.202,1.879,2.89,10.777,1.564,0.419,0.145,0.315,1.15,0.163
Kebbi,Groundnut,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,27.7,32.5,21,5,1,1,3.13,Medium,5.303,1.937,3.535,1.567,2.485,11.226,1.435,0.489,0.197,0.852,0.969,0.626
Zamfara,Wheat,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,24.1,62.4,7,7,1,0,3.27,High,6.879,1.934,2.862,1.068,1.482,10.823,1.898,1.987,1.341,0.386,1.434,0.467
Gombe,Rice,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,Yes,Yes,26.4,88.6,0,1,0,0,2.86,Medium,6.851,1.749,4.305,1.426,3.595,10.914,1.418,0.14,0.039,0.298,1.132,2.86
Bauchi,Sorghum,Dry Season,Silt,Irrigation,Flood,Yes,Yes,Yes,31.4,70.3,8,2,1,1,3.62,High,6.332,2.008,4.85,0.086,2.625,10.608,1.793,0.802,0.306,0.447,0.923,1.81
Plateau,Groundnut,Dry Season,Silt,Irrigation,Sprinkler,No,Yes,Yes,36.4,77.0,6,2,1,1,2.69,Medium,6.43,2.015,4.677,2.058,3.219,11.173,1.513,1.8,0.559,0.473,0.961,1.345
Zamfara,Rice,Rainy Season,Clay,Rain-Fed,None,Yes,No,No,26.3,72.2,16,2,0,1,0.79,Low,7.003,1.923,3.529,1.319,3.114,11.118,1.194,1.855,0.596,0.364,1.284,0.395
Kaduna,Groundnut,Rainy Season,Clay,Mixed,Flood,Yes,No,Yes,28.3,50.1,12,2,1,1,1.75,Medium,7.266,2.045,3.148,1.089,3.195,11.026,1.369,0.928,0.29,0.565,1.399,0.875
Katsina,Cassava,Rainy Season,Loamy,Irrigation,None,Yes,No,Yes,28.7,55.5,13,1,0,0,1.99,Medium,6.822,2.16,3.674,1.275,2.821,10.835,1.33,1.316,0.467,0.517,1.169,1.99
Sokoto,Yam,Rainy Season,Clay,Rain-Fed,Flood,Yes,No,Yes,28.9,55.6,14,5,1,0,3.97,Medium,6.841,1.936,4.043,1.892,2.092,10.802,1.099,0.489,0.234,0.52,1.144,0.794
Yobe,Soybean,Rainy Season,Silt,Irrigation,Drip,No,Yes,No,26.8,72.2,20,1,0,0,3.46,Medium,7.08,1.887,5.169,1.475,3.55,10.821,1.456,1.847,0.52,0.371,1.003,3.46
Zamfara,Millet,Dry Season,Clay,Rain-Fed,Flood,Yes,Yes,No,29.7,85.7,15,4,0,0,3.67,Low,6.093,2.062,3.961,1.97,3.227,11.076,0.863,1.109,0.344,0.347,1.012,0.918
Bauchi,Sorghum,Dry Season,Loamy,Rain-Fed,Sprinkler,No,No,Yes,29.1,69.1,7,2,1,0,1.74,Medium,6.504,2.01,4.382,1.495,3.109,11.256,1.379,2.17,0.698,0.421,1.018,0.87
Katsina,Groundnut,Rainy Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,30.6,46.1,3,1,1,0,3.14,High,6.869,1.751,4.685,1.284,3.906,10.598,1.953,1.182,0.303,0.664,1.067,3.14
Gombe,Wheat,Dry Season,Loamy,Rain-Fed,None,Yes,Yes,No,27.1,95.3,14,3,0,0,2.22,Medium,6.319,2.003,5.052,1.384,3.336,11.032,1.2,0.457,0.137,0.284,0.896,0.74
Jigawa,Groundnut,Dry Season,Sandy,Mixed,Drip,No,Yes,No,24.5,58.6,5,5,1,0,0.54,Low,7.05,1.859,4.622,1.513,2.734,11.106,0.668,0.742,0.271,0.418,1.088,0.108
Kebbi,Wheat,Dry Season,Clay,Irrigation,Flood,Yes,No,Yes,31.7,50.3,0,4,0,1,2.01,Medium,6.784,2.029,0.0,1.452,3.157,10.66,1.484,0.652,0.207,0.63,3.344,0.502
Zamfara,Maize,Rainy Season,Loamy,Rain-Fed,Sprinkler,No,Yes,Yes,26.2,69.4,6,2,0,1,2.91,Medium,6.355,1.904,4.498,1.571,2.89,10.757,1.099,1.105,0.382,0.378,0.993,1.455
Zamfara,Cassava,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,No,33.8,79.0,22,3,1,1,3.33,Medium,7.095,2.062,4.669,1.959,1.808,10.626,1.524,0.688,0.381,0.428,1.054,1.11
Niger,Cowpea,Dry Season,Silt,Mixed,Flood,Yes,Yes,Yes,24.5,64.9,0,4,1,0,0.69,Medium,6.414,2.036,4.027,1.869,2.851,11.245,1.488,1.253,0.439,0.378,1.058,0.172
Kebbi,Groundnut,Dry Season,Loamy,Rain-Fed,Flood,No,Yes,Yes,22.4,91.7,10,1,0,1,2.7,Medium,6.765,1.936,4.734,1.896,3.082,11.019,1.433,1.645,0.534,0.244,1.014,2.7
Taraba,Rice,Dry Season,Clay,Mixed,Flood,Yes,No,Yes,28.1,60.8,21,1,1,0,1.25,Medium,6.856,2.074,3.666,1.409,3.174,10.738,1.502,1.147,0.361,0.462,1.194,1.25
Taraba,Millet,Dry Season,Sandy,Mixed,Flood,Yes,No,No,28.4,72.0,16,3,0,1,2.23,Low,6.522,2.119,4.297,1.102,2.929,11.286,1.281,0.978,0.334,0.394,1.017,0.743
Benue,Cowpea,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,Yes,23.5,75.1,16,5,1,0,0.51,Medium,6.874,1.726,4.632,1.233,2.451,10.621,1.524,0.445,0.182,0.313,1.081,0.102
Plateau,Cassava,Rainy Season,Loamy,Irrigation,Flood,Yes,No,Yes,18.0,40.1,9,2,1,0,2.75,High,6.842,2.016,2.868,1.235,3.581,10.674,1.91,1.569,0.438,0.449,1.401,1.375
Adamawa,Maize,Rainy Season,Loamy,Irrigation,Flood,No,No,No,31.8,57.3,8,6,1,0,1.38,Low,6.345,1.966,3.98,1.746,2.986,11.084,0.997,0.191,0.064,0.555,1.067,0.23
Sokoto,Rice,Dry Season,Silt,Irrigation,Drip,Yes,Yes,Yes,28.25,86.8,17,7,1,1,3.4,High,6.515,1.92,4.408,1.768,3.118,10.847,1.749,0.207,0.066,0.325,1.03,0.486
Zamfara,Cassava,Dry Season,Sandy,Rain-Fed,Drip,No,Yes,No,23.2,49.4,8,3,0,0,2.44,Low,7.007,1.977,3.936,0.867,0.693,10.828,1.953,1.716,2.476,0.47,1.185,0.813
Yobe,Yam,Dry Season,Loamy,Mixed,Flood,Yes,Yes,Yes,21.8,46.0,16,2,0,0,3.37,Medium,6.58,2.129,4.025,1.758,2.996,9.854,1.409,1.675,0.559,0.474,1.069,1.685
Zamfara,Maize,Dry Season,Clay,Irrigation,Sprinkler,Yes,Yes,Yes,27.8,50.3,11,1,1,1,3.89,High,6.672,1.971,4.591,0.0,3.288,9.806,1.932,1.138,0.346,0.553,1.017,3.89
Benue,Sorghum,Rainy Season,Loamy,Rain-Fed,Drip,Yes,No,No,24.7,53.3,2,1,0,0,1.81,Medium,7.186,1.937,4.718,1.67,3.174,11.19,1.224,1.587,0.5,0.463,1.08,1.81
Plateau,Yam,Dry Season,Sandy,Rain-Fed,Drip,Yes,No,Yes,25.2,71.4,17,5,0,0,1.17,Medium,7.008,2.142,4.772,1.569,2.681,10.609,1.605,1.886,0.703,0.353,1.014,0.234
Kebbi,Yam,Rainy Season,Sandy,Irrigation,Flood,Yes,Yes,Yes,23.2,74.9,11,4,1,0,2.78,High,6.803,1.908,4.278,0.912,2.468,11.075,1.85,1.112,0.451,0.31,1.1,0.695
Yobe,Cowpea,Dry Season,Loamy,Irrigation,None,No,Yes,No,28.5,74.8,16,4,0,1,3.41,Medium,6.558,1.94,4.73,1.666,2.14,11.469,1.244,0.944,0.441,0.381,0.983,0.852
Zamfara,Soybean,Rainy Season,Sandy,Rain-Fed,Flood,Yes,No,No,20.8,68.6,15,5,1,0,1.17,Medium,6.814,2.057,4.575,1.683,2.61,11.361,1.437,1.273,0.488,0.303,1.027,0.234
Katsina,Sorghum,Dry Season,Clay,Irrigation,Drip,No,Yes,No,30.5,69.2,13,6,1,0,3.25,Low,6.521,1.863,3.733,1.685,3.529,10.761,1.068,2.17,0.615,0.441,1.165,0.542
Kano,Maize,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,No,Yes,27.7,73.9,20,2,1,0,4.24,High,6.263,1.978,4.004,2.105,3.329,10.745,1.953,1.037,0.312,0.375,1.047,2.12
Adamawa,Cowpea,Rainy Season,Silt,Irrigation,Flood,No,Yes,Yes,28.9,82.8,13,4,1,1,2.86,Medium,6.543,1.725,4.863,0.0,2.434,11.197,1.247,0.392,0.161,0.349,0.993,0.715
Plateau,Sorghum,Dry Season,Clay,Rain-Fed,Flood,Yes,No,No,27.8,88.8,9,2,1,1,3.18,Low,6.639,2.084,4.468,0.698,2.175,10.557,1.233,1.837,0.845,0.313,1.013,1.59
Zamfara,Cassava,Rainy Season,Clay,Mixed,Drip,No,Yes,Yes,34.9,54.7,10,1,0,0,4.05,Low,6.672,1.981,4.633,1.647,2.667,10.498,0.959,2.17,0.814,0.638,1.009,4.05
Plateau,Millet,Rainy Season,Sandy,Rain-Fed,Drip,Yes,No,Yes,23.2,57.6,17,3,0,0,1.93,Medium,6.786,2.049,4.935,0.932,2.542,10.819,1.621,2.17,0.854,0.403,0.972,0.643
