FarmID,State,Crop,Season,SoilType,FarmingMethod,IrrigationType,FertilizerUsed,PesticideUsed,ImprovedSeed,FarmSize(Hectares),Rainfall(mm),Temperature(°C),Humidity(%),SoilPH,Fertilizer(kg/ha),Pesticide(L/ha),FarmExperience(Years),NumWorkers,DistanceToMarket(km),CreditAccess,ExtensionServices,PreviousYield(tons/ha),PlantingDensity(plants/ha),ActualYield(tons/ha),YieldCategory
FRM016768,Gombe,Sorghum,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,2.85,1099.9,31.3,75.6,6.76,0.0,1.39,23,5,16.7,1,0,4.4,58699.0,5.78,High
FRM016769,Plateau,Cowpea,Rainy Season,Loamy,Rain-Fed,Flood,Yes,No,No,0.5,1075.5,33.7,44.5,6.76,39.5,1.61,17,2,7.6,0,0,3.49,10000.0,3.14,Medium
FRM016770,Katsina,Maize,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,1.51,1015.5,32.1,65.9,6.07,52.3,8.71,4,5,15.3,0,1,3.03,65509.0,2.99,Medium
FRM016771,Jigawa,Yam,Dry Season,Clay,Mixed,Sprinkler,No,Yes,No,1.06,531.1,29.1,55.1,4.34,106.8,2.18,14,4,1.0,1,0,3.21,54676.0,2.11,Low
FRM016772,Niger,Soybean,Rainy Season,Loamy,Mixed,Flood,No,No,Yes,0.72,1071.9,28.6,66.0,6.68,123.9,3.46,17,4,14.6,0,1,4.37,69597.0,3.58,Medium
FRM016773,Kebbi,Yam,Rainy Season,Silt,Irrigation,Drip,Yes,Yes,No,0.63,780.0,24.4,75.9,6.99,5.5,1.63,16,3,16.8,0,0,4.27,49834.0,2.84,Medium
FRM016774,Benue,Soybean,Dry Season,Clay,Irrigation,Flood,Yes,Yes,No,0.36,798.1,26.3,51.8,5.02,152.9,3.88,13,1,26.2,1,0,2.14,38310.0,2.87,Medium
FRM016775,Bauchi,Yam,Rainy Season,Loamy,Rain-Fed,Drip,Yes,Yes,No,1.18,944.5,32.0,65.8,5.75,105.1,4.47,18,5,20.3,1,1,1.97,23911.0,3.03,Medium
FRM016776,Kebbi,Sorghum,Dry Season,Loamy,Mixed,Flood,No,No,No,7.76,1225.4,25.5,57.2,5.76,53.4,0.0,17,3,24.1,0,1,3.79,46923.0,3.63,Medium
FRM016777,Katsina,Yam,Rainy Season,Clay,Irrigation,Drip,Yes,No,Yes,7.76,884.0,35.1,85.1,7.3,81.7,1.23,11,1,21.5,1,1,1.57,56693.0,2.62,Medium
FRM016778,Niger,Sorghum,Dry Season,Silt,Rain-Fed,Flood,Yes,No,Yes,5.11,682.7,27.1,63.8,5.9,104.5,0.0,6,6,22.5,0,1,1.89,44429.0,2.83,Medium
FRM016779,Zamfara,Soybean,Rainy Season,Sandy,Irrigation,Flood,No,Yes,Yes,1.43,819.0,30.2,47.5,6.94,144.6,3.8,14,3,8.3,0,0,4.04,59389.0,2.19,Medium
FRM016780,Yobe,Wheat,Dry Season,Clay,Mixed,Flood,Yes,Yes,Yes,0.16,1392.0,23.0,62.8,7.17,103.6,3.87,19,6,24.9,1,1,5.47,61803.0,6.01,High
FRM016781,Bauchi,Cowpea,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,Yes,Yes,3.11,975.6,18.0,63.6,7.33,79.9,2.61,12,2,12.6,1,0,1.78,58027.0,6.05,High
FRM016782,Gombe,Millet,Rainy Season,Loamy,Rain-Fed,Drip,Yes,Yes,Yes,1.65,787.7,27.1,62.9,5.69,117.7,0.94,18,4,13.6,1,0,2.9,57792.0,5.71,High
FRM016783,Taraba,Sorghum,Dry Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,0.1,644.4,26.8,99.0,6.25,93.3,4.63,11,5,1.0,1,0,1.69,46910.0,2.83,Medium
FRM016784,Sokoto,Yam,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,6.33,710.0,22.8,35.2,4.27,54.7,0.98,5,2,24.2,0,0,2.81,73808.0,3.12,Medium
FRM016785,Kano,Wheat,Rainy Season,Clay,Irrigation,Flood,No,Yes,No,0.43,684.0,18.0,54.9,7.0,87.1,4.0,10,1,28.1,0,0,2.14,63530.0,2.29,Low
FRM016786,Jigawa,Sorghum,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,2.08,760.5,26.5,80.6,8.38,52.1,3.2,9,3,16.0,1,0,4.49,51758.0,3.86,Medium
FRM016787,Bauchi,Groundnut,Rainy Season,Loamy,Irrigation,Flood,Yes,No,Yes,1.35,803.7,26.5,52.1,5.9,74.8,4.01,9,4,20.5,1,1,2.92,71141.0,5.57,High
FRM016788,Kebbi,Yam,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,No,3.01,685.3,24.0,68.3,6.92,97.4,2.77,0,4,24.3,0,1,2.94,78031.0,3.32,Medium
FRM016789,Benue,Millet,Rainy Season,Clay,Irrigation,Sprinkler,Yes,No,Yes,2.12,727.8,28.2,59.0,4.91,90.4,4.7,13,1,12.4,1,0,2.33,80372.0,2.0,Medium
FRM016790,Kaduna,Cassava,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,0.15,826.3,19.7,28.2,6.17,91.5,0.0,20,4,1.0,1,0,3.74,53708.0,3.83,High
FRM016791,Kebbi,Sorghum,Rainy Season,Silt,Rain-Fed,Sprinkler,No,No,Yes,1.64,1280.9,21.5,71.1,5.86,67.4,3.35,12,3,5.2,1,1,1.62,47445.0,2.89,Medium
FRM016792,Niger,Rice,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,Yes,1.24,641.4,29.1,61.4,7.39,108.0,3.84,8,3,5.4,0,1,3.38,66637.0,2.94,Medium
FRM016793,Zamfara,Wheat,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,No,2.32,706.8,31.2,61.9,4.2,50.6,5.83,10,4,19.0,0,0,0.98,78555.0,3.6,Medium
FRM016794,Bauchi,Sorghum,Rainy Season,Sandy,Irrigation,Sprinkler,No,Yes,Yes,0.96,1085.2,27.6,43.8,6.22,73.0,3.34,11,3,34.5,1,0,3.98,53024.0,2.44,Medium
FRM016795,Sokoto,Yam,Dry Season,Sandy,Mixed,Drip,Yes,Yes,Yes,1.49,1237.9,22.1,59.0,5.97,106.2,1.56,12,3,25.8,0,1,1.03,60490.0,2.46,Medium
FRM016796,Kaduna,Cassava,Dry Season,Clay,Irrigation,Drip,Yes,Yes,Yes,1.94,853.04,30.8,73.1,6.8,66.6,8.04,15,1,23.7,0,0,3.4,68066.0,4.95,High
FRM016797,Taraba,Soybean,Rainy Season,Silt,Mixed,Sprinkler,No,Yes,Yes,1.86,511.0,32.8,50.6,7.06,93.8,2.44,20,1,16.9,0,0,2.2,64167.0,1.88,Low
FRM016798,Niger,Groundnut,Rainy Season,Clay,Mixed,Flood,Yes,No,Yes,2.92,1351.1,24.7,53.5,5.62,28.9,1.35,19,4,1.0,1,1,2.4,59116.0,4.29,Medium
FRM016799,Zamfara,Cassava,Rainy Season,Silt,Irrigation,Flood,Yes,Yes,No,0.37,826.1,24.1,89.2,5.84,54.0,2.98,2,1,17.9,0,1,3.67,55390.0,3.57,Medium
FRM016800,Kaduna,Groundnut,Dry Season,Silt,Irrigation,Flood,No,No,Yes,0.38,1179.9,27.9,42.2,5.89,55.3,1.85,8,2,17.2,1,0,3.51,71629.0,2.87,Medium
FRM016801,Taraba,Cassava,Rainy Season,Sandy,Irrigation,Sprinkler,Yes,No,Yes,0.1,521.2,18.7,49.1,6.35,50.6,2.76,8,4,13.5,0,0,2.16,32331.0,2.53,Medium
FRM016802,Kebbi,Soybean,Rainy Season,Clay,Mixed,Flood,No,No,No,0.88,778.3,36.7,36.4,5.03,96.1,3.43,5,5,22.4,0,0,1.97,55461.0,0.51,Very low
FRM016803,Niger,Yam,Dry Season,Clay,Irrigation,Flood,Yes,Yes,Yes,0.34,1536.45,27.5,53.7,6.03,66.9,5.04,16,3,44.4,0,0,2.13,52352.0,2.96,Medium
FRM016804,Gombe,Cassava,Dry Season,Loamy,Irrigation,Drip,No,Yes,No,0.2,341.2,33.1,65.8,6.01,122.3,2.59,0,2,32.4,0,0,1.95,46661.0,1.84,Low
FRM016805,Yobe,Rice,Dry Season,Clay,Irrigation,Flood,No,No,Yes,4.22,1059.4,36.5,90.9,7.11,81.6,2.81,12,3,6.6,0,1,3.82,25564.0,1.84,Low
FRM016806,Yobe,Soybean,Rainy Season,Loamy,Irrigation,Drip,Yes,Yes,Yes,0.79,1244.9,24.9,38.9,6.96,96.1,2.01,12,5,16.4,0,1,4.02,43543.0,5.23,High
FRM016807,Adamawa,Soybean,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,3.69,633.3,29.0,40.4,6.27,50.8,8.895,15,2,17.3,1,1,3.61,24652.0,3.3,Medium
FRM016808,Plateau,Yam,Dry Season,Silt,Mixed,Flood,Yes,Yes,Yes,0.29,1042.2,23.2,80.4,5.81,52.8,4.29,13,1,1.0,1,1,1.71,89178.0,4.26,High
FRM016809,Adamawa,Cowpea,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,1.36,1144.9,29.7,54.4,4.97,91.1,3.38,17,1,20.2,0,1,1.99,60515.0,3.35,Medium
FRM016810,Taraba,Sorghum,Rainy Season,Clay,Rain-Fed,Drip,No,Yes,Yes,2.25,1297.5,29.4,50.6,5.75,33.8,3.78,7,3,31.8,1,1,2.21,64179.0,4.38,Medium
FRM016811,Zamfara,Sorghum,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,4.14,830.9,27.95,57.0,6.25,132.8,4.48,10,4,30.0,1,0,1.98,47210.0,5.63,High
FRM016812,Plateau,Cowpea,Rainy Season,Clay,Mixed,Sprinkler,No,Yes,Yes,0.55,812.0,29.3,39.9,5.95,98.5,4.25,9,2,15.6,1,0,3.3,71084.0,2.88,Medium
FRM016813,Plateau,Soybean,Dry Season,Clay,Mixed,Flood,No,Yes,No,7.76,738.2,27.2,58.8,6.3,88.0,0.71,25,2,13.7,0,1,1.32,69227.0,1.5,Low
FRM016814,Bauchi,Millet,Rainy Season,Loamy,Mixed,Sprinkler,Yes,No,Yes,0.92,937.7,28.9,67.7,6.04,112.5,3.4,14,6,24.4,1,0,2.92,88404.0,4.12,Medium
FRM016815,Kano,Rice,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,2.06,638.1,31.1,62.8,6.58,79.0,4.55,12,4,5.8,0,1,2.64,77369.0,2.44,Medium
FRM016816,Zamfara,Wheat,Dry Season,Clay,Mixed,Flood,No,Yes,No,1.17,200.0,27.3,54.9,6.13,43.7,2.15,14,5,20.76,1,0,0.27,58654.0,0.84,Very low
FRM016817,Plateau,Wheat,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,7.22,651.3,27.6,66.2,4.35,71.1,3.92,9,4,24.7,0,1,1.7,26368.0,2.82,Medium
FRM016818,Kebbi,Yam,Rainy Season,Clay,Rain-Fed,Drip,Yes,No,No,0.1,768.2,29.9,79.6,5.34,0.0,5.43,21,6,19.1,1,0,3.58,66670.0,1.39,Low
FRM016819,Niger,Rice,Dry Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,0.1,1214.8,25.3,82.0,7.2,133.4,2.16,1,1,5.5,1,0,1.6,64184.0,5.62,High
FRM016820,Niger,Sorghum,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,1.57,891.8,32.4,82.3,5.34,97.7,3.73,11,4,27.2,1,0,2.15,31204.0,3.26,Medium
FRM016821,Adamawa,Cassava,Dry Season,Loamy,Rain-Fed,Flood,No,No,Yes,5.86,826.8,23.1,79.9,5.85,99.3,6.07,7,3,19.7,0,1,2.22,45700.0,2.84,Medium
FRM016822,Kebbi,Cassava,Rainy Season,Clay,Irrigation,Flood,Yes,Yes,No,1.54,953.7,29.6,43.5,5.6,80.35,4.53,9,4,22.1,0,0,2.14,77740.0,3.37,Medium
FRM016823,Kano,Wheat,Rainy Season,Sandy,Irrigation,None,Yes,Yes,Yes,1.09,1031.8,19.8,73.3,5.58,41.7,3.97,14,1,48.7,0,0,2.96,90667.0,2.52,Medium
FRM016824,Sokoto,Soybean,Rainy Season,Sandy,Irrigation,Flood,Yes,No,Yes,3.41,969.3,25.5,56.8,5.84,80.9,0.59,13,5,17.7,1,1,2.13,52800.0,3.6,High
FRM016825,Bauchi,Sorghum,Dry Season,Clay,Mixed,Flood,Yes,Yes,No,0.1,473.9,28.1,59.6,7.89,82.1,6.19,9,5,32.0,1,0,3.77,59137.0,1.77,Low
FRM016826,Yobe,Rice,Rainy Season,Loamy,Mixed,Flood,Yes,No,Yes,0.88,1160.7,35.3,53.6,6.56,116.4,6.15,7,3,24.6,0,1,1.31,40269.0,2.0,Medium
FRM016827,Kano,Soybean,Rainy Season,Silt,Irrigation,Flood,No,No,No,0.38,895.7,25.5,68.1,6.35,80.0,3.64,1,2,16.3,1,0,4.42,62602.0,2.1,Medium
FRM016828,Niger,Groundnut,Rainy Season,Loamy,Irrigation,None,Yes,Yes,Yes,5.49,857.2,30.2,70.0,6.29,150.7,0.77,8,6,54.9,1,1,0.7,68752.0,5.47,High
FRM016829,Jigawa,Cowpea,Dry Season,Clay,Mixed,Sprinkler,No,No,Yes,3.36,986.4,31.1,74.3,5.52,132.8,5.11,15,5,9.4,0,1,2.53,40255.0,3.37,Medium
FRM016830,Bauchi,Wheat,Rainy Season,Clay,Rain-Fed,Drip,No,Yes,Yes,3.75,1240.2,35.3,64.4,5.26,124.4,4.29,10,6,27.1,1,0,3.83,79011.0,3.42,Medium
FRM016831,Sokoto,Sorghum,Rainy Season,Silt,Rain-Fed,Flood,Yes,No,No,0.53,603.5,26.4,71.0,5.93,69.8,7.0,12,3,4.0,1,1,3.58,69546.0,3.56,Medium
FRM016832,Kano,Yam,Dry Season,Loamy,Rain-Fed,Flood,No,Yes,No,4.41,881.1,32.2,53.0,5.6,46.4,3.2,19,2,31.1,0,1,1.8,40798.0,2.28,Medium
FRM016833,Plateau,Cassava,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,2.23,819.2,30.3,86.5,5.56,134.8,2.91,33,5,19.77,0,0,2.0,30206.0,5.72,High
FRM016834,Gombe,Cassava,Rainy Season,Silt,Rain-Fed,Sprinkler,Yes,Yes,Yes,4.94,832.8,29.4,62.3,4.89,0.0,3.54,17,1,28.3,1,0,0.2,83826.0,3.03,Medium
FRM016835,Sokoto,Soybean,Dry Season,Loamy,Mixed,Sprinkler,Yes,No,No,2.39,730.6,23.2,86.4,6.12,171.3,0.56,9,5,8.9,1,0,0.44,43811.0,3.3,Medium
FRM016836,Gombe,Groundnut,Rainy Season,Clay,Irrigation,Drip,Yes,Yes,Yes,0.89,836.4,26.0,82.0,7.88,112.9,2.67,18,5,17.3,1,1,4.02,58251.0,5.26,High
FRM016837,Niger,Maize,Rainy Season,Loamy,Mixed,Flood,Yes,Yes,Yes,2.7,605.7,22.2,74.6,5.75,40.6,3.21,1,2,18.4,1,1,3.64,68992.0,3.22,Medium
FRM016838,Bauchi,Maize,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,4.86,951.1,36.0,55.3,6.07,114.8,5.52,14,2,20.5,1,0,3.4,30614.0,3.96,Medium
FRM016839,Kebbi,Sorghum,Rainy Season,Silt,Rain-Fed,Flood,Yes,Yes,No,0.95,814.5,25.7,82.6,4.42,68.0,5.49,5,1,3.3,0,1,3.7,37716.0,4.16,Medium
FRM016840,Benue,Rice,Rainy Season,Sandy,Irrigation,Flood,No,No,Yes,2.42,929.9,26.5,83.9,6.42,25.2,2.9,11,3,4.4,1,0,2.65,53250.0,3.16,Medium
FRM016841,Gombe,Rice,Dry Season,Clay,Rain-Fed,Drip,Yes,No,Yes,1.32,1035.9,35.9,45.9,7.13,52.0,1.92,13,2,27.8,0,1,2.6,72770.0,2.14,Low
FRM016842,Bauchi,Rice,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,No,Yes,0.64,994.5,26.5,66.8,4.96,49.1,1.43,13,8,17.2,0,1,2.52,65469.0,3.09,Medium
FRM016843,Adamawa,Millet,Rainy Season,Loamy,Irrigation,Flood,No,Yes,Yes,0.44,666.5,24.4,86.0,6.74,104.0,5.14,7,3,4.1,0,0,0.92,49121.0,2.57,Medium
FRM016844,Plateau,Maize,Rainy Season,Clay,Mixed,Drip,Yes,Yes,No,0.85,846.9,26.4,43.2,6.82,88.9,3.65,9,1,21.1,0,1,3.43,51648.0,3.31,Medium
FRM016845,Plateau,Soybean,Rainy Season,Loamy,Mixed,None,Yes,No,No,0.42,901.4,23.8,77.1,5.62,30.8,2.62,6,3,22.7,0,1,3.29,89873.0,2.77,Medium
FRM016846,Benue,Wheat,Dry Season,Sandy,Irrigation,Drip,Yes,No,No,5.32,795.3,36.8,52.8,5.28,89.5,3.01,4,3,29.6,1,1,2.98,38049.0,0.95,Low
FRM016847,Taraba,Cassava,Rainy Season,Clay,Rain-Fed,Sprinkler,Yes,No,No,2.59,810.9,22.6,83.8,7.1,40.2,0.32,8,4,11.2,0,1,3.37,76965.0,2.08,Low
FRM016848,Adamawa,Cassava,Rainy Season,Sandy,Irrigation,Flood,Yes,Yes,Yes,3.02,704.3,36.8,39.8,7.03,66.3,4.11,2,4,34.0,0,1,1.74,56989.0,2.34,Low
FRM016849,Yobe,Wheat,Dry Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,7.76,1038.7,31.3,33.4,5.63,150.4,2.39,11,1,7.2,0,0,3.1,35300.0,6.05,Medium
FRM016850,Gombe,Cassava,Rainy Season,Loamy,Irrigation,Sprinkler,Yes,Yes,No,5.15,675.1,19.1,66.5,7.64,21.4,2.88,4,1,23.5,0,0,2.17,52000.0,3.76,Medium
FRM016851,Gombe,Groundnut,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,3.64,1025.4,26.8,34.8,5.76,58.8,0.0,23,2,20.6,1,0,3.25,47948.0,5.27,High
FRM016852,Yobe,Maize,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,Yes,7.17,978.4,25.6,64.0,5.93,91.9,3.66,19,5,25.7,0,1,1.97,74546.0,5.57,High
FRM016853,Jigawa,Maize,Rainy Season,Loamy,Rain-Fed,Drip,Yes,No,Yes,4.99,1100.8,30.0,73.9,6.6,92.6,6.63,8,1,24.0,1,1,3.09,47030.0,4.89,High
FRM016854,Katsina,Millet,Dry Season,Silt,Mixed,Flood,Yes,Yes,Yes,1.33,684.8,27.8,63.8,5.73,81.1,0.91,9,5,19.2,0,0,5.78,64903.0,2.97,Medium
FRM016855,Gombe,Groundnut,Rainy Season,Sandy,Irrigation,Drip,Yes,No,Yes,4.82,620.3,27.6,70.9,6.35,163.4,2.2,0,4,10.4,0,1,2.18,52499.0,2.78,Medium
FRM016856,Kaduna,Sorghum,Dry Season,Loamy,Irrigation,Drip,Yes,Yes,No,2.59,800.5,28.7,98.5,6.74,78.5,5.21,18,4,25.3,1,0,4.12,58402.0,4.77,High
FRM016857,Zamfara,Maize,Rainy Season,Loamy,Irrigation,None,No,No,Yes,2.05,660.7,23.3,96.2,5.82,72.6,2.75,26,3,28.5,0,0,3.75,64403.0,2.81,Medium
FRM016858,Kano,Wheat,Dry Season,Loamy,Irrigation,None,Yes,Yes,No,1.66,1018.9,32.3,60.4,6.21,75.9,5.19,13,3,13.1,1,0,3.05,52596.0,5.67,High
FRM016859,Katsina,Wheat,Rainy Season,Loamy,Irrigation,Sprinkler,No,Yes,No,4.96,814.8,23.4,64.5,5.97,45.7,3.01,5,2,6.1,1,1,2.93,52157.0,2.97,Medium
FRM016860,Kano,Wheat,Rainy Season,Loamy,Irrigation,Drip,No,Yes,Yes,3.77,890.8,30.1,57.0,7.42,106.5,5.59,15,2,38.4,1,1,4.0,66130.0,5.0,High
FRM016861,Bauchi,Wheat,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,1.81,1188.6,25.1,54.0,6.0,14.9,2.27,14,2,15.4,1,0,3.83,53316.0,4.85,High
FRM016862,Katsina,Rice,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,0.57,1265.8,34.3,64.5,5.82,88.5,4.68,7,4,6.1,0,1,2.48,55261.0,2.74,Medium
FRM016863,Bauchi,Millet,Dry Season,Loamy,Rain-Fed,Flood,Yes,Yes,Yes,0.65,521.0,33.7,42.6,6.81,83.3,4.91,21,5,31.5,1,0,2.59,75217.0,2.46,Medium
FRM016864,Sokoto,Rice,Dry Season,Clay,Rain-Fed,Flood,No,Yes,Yes,2.24,831.2,30.5,86.5,6.65,92.3,1.6,3,2,4.6,0,0,3.73,51156.0,4.61,Medium
FRM016865,Kebbi,Cowpea,Rainy Season,Clay,Rain-Fed,Drip,No,No,Yes,3.38,834.7,34.8,41.8,5.23,7.9,2.68,14,6,19.2,1,0,3.05,46741.0,1.62,Low
FRM016866,Gombe,Sorghum,Rainy Season,Sandy,Irrigation,Flood,No,Yes,Yes,0.58,576.0,20.1,59.2,6.78,82.4,4.92,10,6,17.9,0,1,4.28,17460.0,3.2,Medium
FRM016867,Yobe,Wheat,Rainy Season,Sandy,Mixed,Sprinkler,Yes,No,Yes,4.2,338.2,37.4,76.5,6.56,107.6,0.76,7,6,9.3,1,1,3.09,53912.0,1.34,Low
FRM016868,Gombe,Cowpea,Rainy Season,Sandy,Irrigation,Drip,No,Yes,No,2.97,569.7,37.6,90.4,6.95,118.3,3.63,9,6,41.0,0,1,1.63,36470.0,1.59,Low
FRM016869,Zamfara,Groundnut,Dry Season,Clay,Rain-Fed,Flood,Yes,No,Yes,0.24,808.7,32.0,79.4,5.65,87.4,0.0,28,1,1.0,1,0,5.39,53133.0,2.84,Medium
FRM016870,Zamfara,Wheat,Rainy Season,Sandy,Rain-Fed,Sprinkler,No,No,Yes,0.91,980.3,24.4,79.1,7.75,71.6,4.2,18,6,37.6,0,1,0.87,69348.0,6.05,Low
FRM016871,Bauchi,Groundnut,Rainy Season,Loamy,Irrigation,Drip,Yes,No,Yes,3.62,239.6,25.6,44.1,6.44,45.9,4.5,11,7,7.7,0,1,4.2,50852.0,2.52,Medium
FRM016872,Kano,Cowpea,Dry Season,Loamy,Irrigation,Flood,No,No,No,3.49,321.5,19.2,60.4,6.94,20.2,0.0,10,4,27.2,0,0,2.46,98377.0,2.71,Low
FRM016873,Benue,Wheat,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,No,2.39,949.1,22.6,29.9,7.47,0.0,4.13,0,7,6.5,0,0,1.84,20774.0,2.54,Medium
FRM016874,Bauchi,Maize,Rainy Season,Sandy,Rain-Fed,Drip,Yes,No,Yes,0.1,1165.4,29.3,60.6,6.61,73.6,2.38,12,3,19.5,0,0,1.66,88107.0,4.55,Medium
FRM016875,Sokoto,Millet,Dry Season,Loamy,Irrigation,Sprinkler,Yes,Yes,No,0.97,999.5,30.5,76.7,6.59,131.5,1.61,11,2,15.2,1,0,3.64,28819.0,6.05,High
FRM016876,Taraba,Millet,Dry Season,Silt,Rain-Fed,Flood,Yes,Yes,Yes,3.69,1156.6,33.1,45.7,6.8,71.3,0.52,25,1,14.1,1,1,3.8,70380.0,6.05,High
FRM016877,Zamfara,Cassava,Dry Season,Silt,Rain-Fed,Flood,Yes,Yes,Yes,1.86,1192.8,32.4,63.5,7.4,80.49,3.62,10,6,27.03,0,1,3.27,80035.0,4.45,Medium
FRM016878,Kaduna,Groundnut,Rainy Season,Clay,Irrigation,Flood,No,No,Yes,0.2,477.8,25.6,69.5,5.43,89.9,0.21,13,3,5.6,0,1,4.39,57549.0,1.42,Low
FRM016879,Yobe,Soybean,Dry Season,Clay,Irrigation,Flood,Yes,Yes,Yes,1.0,484.8,29.0,63.0,5.27,96.7,1.7,8,4,32.5,0,1,2.71,86788.0,2.73,Medium
FRM016880,Gombe,Maize,Rainy Season,Loamy,Mixed,Flood,No,No,No,2.19,1099.8,34.3,39.4,6.89,121.7,4.53,6,1,28.2,0,0,3.68,78290.0,1.99,Low
FRM016881,Bauchi,Yam,Rainy Season,Loamy,Rain-Fed,Drip,Yes,No,Yes,6.59,1004.5,28.2,50.1,6.28,34.2,4.6,24,2,4.8,1,1,5.44,49737.0,4.51,High
FRM016882,Kano,Wheat,Dry Season,Clay,Irrigation,Flood,No,No,No,0.75,799.7,29.0,42.5,6.16,67.0,2.62,18,4,21.5,0,1,2.61,75112.0,1.71,Low
FRM016883,Plateau,Soybean,Dry Season,Sandy,Mixed,Flood,Yes,No,No,7.76,961.1,25.6,61.6,6.39,78.1,4.09,22,1,61.0,0,0,2.02,45255.0,3.43,Medium
FRM016884,Yobe,Groundnut,Dry Season,Loamy,Rain-Fed,Flood,No,No,No,4.97,545.0,36.3,64.0,6.38,84.8,1.21,2,1,13.2,0,0,3.18,56987.0,1.44,Low
FRM016885,Kaduna,Rice,Dry Season,Sandy,Irrigation,Flood,Yes,Yes,No,0.1,1149.1,30.8,76.6,6.06,34.8,4.04,6,5,39.7,1,1,1.76,55192.0,2.56,Medium
FRM016886,Niger,Cowpea,Rainy Season,Clay,Irrigation,Flood,No,Yes,Yes,1.1,843.6,24.3,61.0,7.72,47.5,3.54,16,5,14.7,1,1,2.09,54023.0,3.08,Medium
FRM016887,Kano,Cassava,Rainy Season,Sandy,Rain-Fed,Flood,Yes,Yes,Yes,7.76,781.1,22.2,76.6,6.61,85.8,3.85,2,5,17.5,0,0,4.31,66793.0,3.33,Medium
FRM016888,Kano,Rice,Rainy Season,Loamy,Irrigation,Flood,Yes,Yes,No,7.76,971.0,30.7,54.8,4.75,55.1,3.48,17,3,11.1,1,0,3.92,46577.0,4.08,High
FRM016889,Plateau,Maize,Rainy Season,Loamy,Rain-Fed,Sprinkler,Yes,Yes,No,2.76,475.1,26.4,98.5,4.41,70.0,4.11,0,1,27.5,1,0,1.2,22943.0,2.27,Low
FRM016890,Sokoto,Rice,Rainy Season,Clay,Irrigation,Sprinkler,Yes,Yes,Yes,2.55,583.2,30.3,76.1,7.57,91.1,4.65,13,1,28.0,1,0,2.38,59125.0,3.32,Medium
FRM016891,Plateau,Soybean,Dry Season,Loamy,Mixed,Sprinkler,Yes,No,Yes,0.58,300.6,25.1,54.3,5.97,106.9,7.42,14,3,30.3,1,0,2.7,40589.0,2.59,Medium
FRM016892,Adamawa,Yam,Dry Season,Sandy,Irrigation,Flood,Yes,No,No,1.06,1174.1,31.4,41.7,6.56,101.0,1.14,2,5,24.0,1,0,1.72,37522.0,3.6,Medium
FRM016893,Zamfara,Groundnut,Dry Season,Loamy,Irrigation,None,Yes,No,Yes,1.54,610.1,29.5,72.5,7.13,113.5,0.61,3,1,33.6,1,0,3.45,70978.0,2.8,Medium
FRM016894,Kebbi,Sorghum,Dry Season,Clay,Rain-Fed,Drip,Yes,No,Yes,7.76,510.8,30.4,67.0,6.61,71.4,7.38,12,4,21.6,0,1,2.97,53136.0,2.68,Medium
FRM016895,Kano,Cassava,Rainy Season,Loamy,Rain-Fed,Flood,Yes,Yes,No,0.77,881.5,29.6,78.2,7.0,79.3,1.65,10,4,18.4,1,0,2.19,60395.0,2.0,Medium
FRM016896,Niger,Rice,Rainy Season,Clay,Mixed,Flood,No,No,No,0.34,816.6,30.4,95.8,7.95,151.1,0.15,8,5,5.8,0,1,5.09,57366.0,1.86,Low
FRM016897,Benue,Groundnut,Dry Season,Loamy,Rain-Fed,Flood,Yes,No,Yes,0.54,524.2,26.4,60.9,6.6,108.6,3.76,6,2,30.3,1,1,1.44,41620.0,2.46,Medium
FRM016898,Jigawa,Millet,Dry Season,Loamy,Mixed,Drip,Yes,Yes,No,2.36,725.3,25.2,58.1,6.9,110.0,6.22,20,5,4.3,0,1,3.25,75253.0,2.64,Medium
